account_id,customer_age,days_dormant,account_status,account_label
ACC_A0071,57,243,Active,Legitimate_Awakening
ACC_N2743,48,25,active,Normal
ACC_N1956,42,22,Inactive,Normal
ACC_N0692,61,25, aCtive ,Normal
ACC_N2654,36,26,active,Normal
ACC_N3040,47,6,active,Normal
ACC_N3163,18,26,ACTIVE,Normal
ACC_N0568,62,29,active,Normal
ACC_N3053,45,26,Active,Normal
ACC_A0108,60,331,ACTIVE,Legitimate_Awakening
ACC_N2720,52,19,active,Normal
ACC_N2373,41,5,active,Normal
ACC_N2395,48,23, aCtive ,Normal
ACC_N2538,53,28,ACTIVE,Normal
ACC_N2949,32,0,Active,Normal
ACC_N0709,33,20,INACTIVE,Normal
ACC_N2735,62,16, aCtive ,Normal
ACC_M011,51,491,active,Dormant_Mule
ACC_N1719,60,28,ACTIVE,Normal
ACC_N3425,39,18,Active,Normal
ACC_N0349,64,6, aCtive ,Normal
ACC_N2105,25,0,active,Normal
ACC_N2336,34,16,Active,Normal
ACC_N3192,46,21,active,Normal
ACC_A0269,19,437,active,Legitimate_Awakening
ACC_N0549,34,8,ACTIVE,Normal
ACC_N0007,46,21,ACTIVE,Normal
ACC_N0497,23,10,active,Normal
ACC_N0831,54,12,INACTIVE,Normal
ACC_N0022,28,21,ACTIVE,Normal
ACC_N2656,30,16,ACTIVE,Normal
ACC_N1771,59,27,ACTIVE,Normal
ACC_N0745,150,29,ACTIVE,Normal
ACC_N0225,21,13,Active,Normal
ACC_N2100,40,4,active,Normal
ACC_N3117,40,7,Active,Normal
ACC_A0042,28,590,Active,Legitimate_Awakening
ACC_N1556,48,14,inactive,Normal
ACC_N3089,19,11,active,Normal
ACC_N2945,25,0,ACTIVE,Normal
ACC_N2389,47,23, aCtive ,Normal
ACC_N2142,150,25,ACTIVE,Normal
ACC_N1349,43,12,ACTIVE,Normal
ACC_N1553,26,18,ACTIVE,Normal
ACC_N1424,63,18,ACTIVE,Normal
ACC_N1359,43,4, aCtive ,Normal
ACC_N1796,22,20,Active,Normal
ACC_N2956,55,7, aCtive ,Normal
ACC_N2453,150,6,INACTIVE,Normal
ACC_N1648,58,25,inactive,Normal
ACC_N0584,23,18,ACTIVE,Normal
ACC_N1570,50,4, aCtive ,Normal
ACC_N3256,58,9,active,Normal
ACC_N1094,37,18, aCtive ,Normal
ACC_N1448,19,7,ACTIVE,Normal
ACC_N0009,35,1,ACTIVE,Normal
ACC_N0179,40,14,active,Normal
ACC_N0266,32,27,INACTIVE,Normal
ACC_A0096,35,610,ACTIVE,Legitimate_Awakening
ACC_N0030,49,17,INACTIVE,Normal
ACC_M008,41,982, aCtive ,Dormant_Mule
ACC_N0261,47,28, aCtive ,Normal
ACC_N0081,38,15,active,Normal
ACC_N1175,62,0, aCtive ,Normal
ACC_A0293,57,217, aCtive ,Legitimate_Awakening
ACC_N1738,36,18,ACTIVE,Normal
ACC_A0186,40,435,ACTIVE,Legitimate_Awakening
ACC_N2974,44,12,ACTIVE,Normal
ACC_N3096,45,27,active,Normal
ACC_N0059,47,23,Active,Normal
ACC_N2826,46,29, aCtive ,Normal
ACC_N1897,56,0,active,Normal
ACC_N3335,56,6,inactive,Normal
ACC_N0706,50,11,Active,Normal
ACC_N0010,40,10,inactive,Normal
ACC_N0339,45,0,Active,Normal
ACC_N2174,41,29,active,Normal
ACC_A0028,34,344,Active,Legitimate_Awakening
ACC_N2122,32,1,ACTIVE,Normal
ACC_N0981,47,15,active,Normal
ACC_N1318,21,25, aCtive ,Normal
ACC_N0361,29,1,ACTIVE,Normal
ACC_N1978,41,10, aCtive ,Normal
ACC_N3228,42,29,Active,Normal
ACC_N2482,49,20,ACTIVE,Normal
ACC_N3124,56,25, aCtive ,Normal
ACC_N1690,64,17,active,Normal
ACC_N0909,61,24,Active,Normal
ACC_N2481,24,21, aCtive ,Normal
ACC_N2492,41,21,Active,Normal
ACC_N3404,55,8, aCtive ,Normal
ACC_N2324,32,26,active,Normal
ACC_N2276,47,2,ACTIVE,Normal
ACC_A0227,36,576, aCtive ,Legitimate_Awakening
ACC_N0334,38,23,Active,Normal
ACC_N1347,48,29,active,Normal
ACC_N1308,47,24,ACTIVE,Normal
ACC_N2474,35,8,Active,Normal
ACC_N0297,29,20,active,Normal
ACC_N2971,45,27,Active,Normal
ACC_N2581,40,26,active,Normal
ACC_N3325,51,27,Inactive,Normal
ACC_N0837,29,1,ACTIVE,Normal
ACC_N1568,48,28,Active,Normal
ACC_N2549,51,5,active,Normal
ACC_N3471,41,24, aCtive ,Normal
ACC_N0226,27,17,ACTIVE,Normal
ACC_A0284,47,248, aCtive ,Legitimate_Awakening
ACC_N0062,23,13, aCtive ,Normal
ACC_N0146,31,0,inactive,Normal
ACC_N0330,22,7,Active,Normal
ACC_N2752,26,26,Active,Normal
ACC_N3470,27,15,Active,Normal
ACC_A0337,18,689,active,Legitimate_Awakening
ACC_N0500,27,20,Inactive,Normal
ACC_N1186,48,5,ACTIVE,Normal
ACC_N3131,57,20, aCtive ,Normal
ACC_N1857,39,11,Active,Normal
ACC_N2595,24,22,active,Normal
ACC_N1428,30,3,ACTIVE,Normal
ACC_N0572,53,17,active,Normal
ACC_N2047,52,28,Active,Normal
ACC_N3060,28,18,Active,Normal
ACC_A0098,63,538,ACTIVE,Legitimate_Awakening
ACC_N0652,41,21, aCtive ,Normal
ACC_N0092,63,23, aCtive ,Normal
ACC_N2536,35,11,Active,Normal
ACC_N3144,53,9,Active,Normal
ACC_N0655,61,24, aCtive ,Normal
ACC_N0557,55,13,Active,Normal
ACC_N2941,59,4,ACTIVE,Normal
ACC_N1695,59,21,ACTIVE,Normal
ACC_N0816,37,12,active,Normal
ACC_N1357,64,20, aCtive ,Normal
ACC_N0511,47,15,Active,Normal
ACC_N1378,53,5,active,Normal
ACC_N1834,23,10,ACTIVE,Normal
ACC_N2296,32,0, aCtive ,Normal
ACC_N2808,45,9,ACTIVE,Normal
ACC_N2908,41,5,Active,Normal
ACC_N3070,49,18,inactive,Normal
ACC_N2069,42,28,active,Normal
ACC_N0012,150,28,Active,Normal
ACC_N1816,46,29,Active,Normal
ACC_N0735,28,16, aCtive ,Normal
ACC_N1265,31,26, aCtive ,Normal
ACC_N1284,55,27,Active,Normal
ACC_A0263,47,440, aCtive ,Legitimate_Awakening
ACC_N2528,21,14,active,Normal
ACC_A0013,56,217,active,Legitimate_Awakening
ACC_N1109,53,18,Active,Normal
ACC_N0395,37,22,active,Normal
ACC_N1178,30,27,Active,Normal
ACC_N1047,58,15,active,Normal
ACC_N3248,52,21,ACTIVE,Normal
ACC_N0938,54,13,Active,Normal
ACC_N0786,22,12,active,Normal
ACC_N0118,64,16,ACTIVE,Normal
ACC_N2555,40,28,Inactive,Normal
ACC_N1787,24,10,active,Normal
ACC_N1249,26,6,active,Normal
ACC_N1622,27,27,ACTIVE,Normal
ACC_N2610,24,21, aCtive ,Normal
ACC_N1303,57,9, aCtive ,Normal
ACC_A0060,52,295,ACTIVE,Legitimate_Awakening
ACC_N2649,20,14,ACTIVE,Normal
ACC_N0460,36,9,Active,Normal
ACC_N1865,25,28,inactive,Normal
ACC_N3193,50,5, aCtive ,Normal
ACC_N0826,31,8,Active,Normal
ACC_N2504,48,5,active,Normal
ACC_N2498,32,1,ACTIVE,Normal
ACC_N0595,28,17,Active,Normal
ACC_N3184,26,10,ACTIVE,Normal
ACC_N3366,35,11,Active,Normal
ACC_N3190,54,0,active,Normal
ACC_A0101,56,500,active,Legitimate_Awakening
ACC_N3023,34,2, aCtive ,Normal
ACC_N0842,41,12, aCtive ,Normal
ACC_N0130,37,27,active,Normal
ACC_N2344,38,7,Inactive,Normal
ACC_N3308,40,22,ACTIVE,Normal
ACC_N2222,64,16,active,Normal
ACC_N1936,41,0,active,Normal
ACC_N2744,62,11,Active,Normal
ACC_N1120,59,1,active,Normal
ACC_N1970,48,14,active,Normal
ACC_N1838,40,1,Active,Normal
ACC_N0962,49,16,INACTIVE,Normal
ACC_N3222,42,11, aCtive ,Normal
ACC_M053,29,824, aCtive ,Dormant_Mule
ACC_N0682,33,29, aCtive ,Normal
ACC_A0010,27,679, aCtive ,Legitimate_Awakening
ACC_N1848,19,26,active,Normal
ACC_N0082,50,15,ACTIVE,Normal
ACC_N1729,43,28, aCtive ,Normal
ACC_N3326,23,16, aCtive ,Normal
ACC_A0164,40,405,active,Legitimate_Awakening
ACC_N0333,52,27,active,Normal
ACC_N0700,18,24,Active,Normal
ACC_N2636,64,8, aCtive ,Normal
ACC_N2756,27,26,Active,Normal
ACC_N2445,59,6, aCtive ,Normal
ACC_N2702,28,29,inactive,Normal
ACC_N0741,57,24,ACTIVE,Normal
ACC_A0188,21,556,active,Legitimate_Awakening
ACC_N2952,58,0,active,Normal
ACC_N0850,62,4,Active,Normal
ACC_N2374,60,20,Active,Normal
ACC_N2675,24,25,active,Normal
ACC_N2165,52,9,active,Normal
ACC_N1134,28,17,active,Normal
ACC_N2728,58,24, aCtive ,Normal
ACC_N1084,18,23, aCtive ,Normal
ACC_N3024,31,8,ACTIVE,Normal
ACC_N3093,57,6, aCtive ,Normal
ACC_N0153,19,28,INACTIVE,Normal
ACC_N2685,27,20, aCtive ,Normal
ACC_N0562,54,3,Active,Normal
ACC_N1414,28,20,active,Normal
ACC_N2125,58,2, aCtive ,Normal
ACC_N1076,56,0,active,Normal
ACC_N1323,61,7,Active,Normal
ACC_N2363,55,9,Active,Normal
ACC_N0006,44,2, aCtive ,Normal
ACC_N3423,59,12,INACTIVE,Normal
ACC_N2999,25,25,ACTIVE,Normal
ACC_N2317,46,22,Active,Normal
ACC_N3161,33,6,ACTIVE,Normal
ACC_N2825,33,5, aCtive ,Normal
ACC_N0926,20,20,Active,Normal
ACC_N1773,25,7,ACTIVE,Normal
ACC_N1033,55,11,Active,Normal
ACC_N1989,28,9,ACTIVE,Normal
ACC_N2064,46,5,active,Normal
ACC_N1483,26,1,active,Normal
ACC_N2758,58,7, aCtive ,Normal
ACC_N3080,21,0,Active,Normal
ACC_N0702,24,17,ACTIVE,Normal
ACC_N0865,32,25, aCtive ,Normal
ACC_A0018,19,329,active,Legitimate_Awakening
ACC_N1169,51,16,active,Normal
ACC_N3390,42,24, aCtive ,Normal
ACC_A0087,41,562,Active,Legitimate_Awakening
ACC_N1304,29,4,ACTIVE,Normal
ACC_N0711,44,17,active,Normal
ACC_N1371,40,27, aCtive ,Normal
ACC_N2830,20,1,active,Normal
ACC_N2747,54,29,active,Normal
ACC_N0640,23,11,ACTIVE,Normal
ACC_N1221,25,8,Active,Normal
ACC_N2671,53,24,Active,Normal
ACC_A0171,48,674,ACTIVE,Legitimate_Awakening
ACC_N0126,57,10,INACTIVE,Normal
ACC_N0255,46,15, aCtive ,Normal
ACC_N1213,46,26,Active,Normal
ACC_N1310,56,17,INACTIVE,Normal
ACC_N2349,45,21,active,Normal
ACC_N1830,54,26, aCtive ,Normal
ACC_N3383,40,1,ACTIVE,Normal
ACC_N3337,53,6,active,Normal
ACC_N0223,33,9,inactive,Normal
ACC_N1716,23,12, aCtive ,Normal
ACC_N1916,28,27,ACTIVE,Normal
ACC_N0260,37,28,Active,Normal
ACC_N0969,47,5,ACTIVE,Normal
ACC_N0498,35,3,Active,Normal
ACC_N2760,35,10, aCtive ,Normal
ACC_N2149,20,14,ACTIVE,Normal
ACC_N0727,56,10, aCtive ,Normal
ACC_N3107,26,19,Active,Normal
ACC_N0548,38,12,active,Normal
ACC_N1353,150,20,active,Normal
ACC_N2234,54,23,Active,Normal
ACC_N1079,53,2,active,Normal
ACC_N1566,51,7,active,Normal
ACC_N1381,24,21,ACTIVE,Normal
ACC_N1616,43,16,ACTIVE,Normal
ACC_N0063,49,16,active,Normal
ACC_N2794,27,3,ACTIVE,Normal
ACC_N0742,31,9,Active,Normal
ACC_N0369,58,22,ACTIVE,Normal
ACC_N3352,26,8,ACTIVE,Normal
ACC_A0396,22,241,ACTIVE,Legitimate_Awakening
ACC_N2866,33,1, aCtive ,Normal
ACC_N1689,38,22,Active,Normal
ACC_M033,57,536,active,Dormant_Mule
ACC_N3157,31,26,active,Normal
ACC_N2741,44,23, aCtive ,Normal
ACC_A0127,60,671,ACTIVE,Legitimate_Awakening
ACC_N2858,19,9,Active,Normal
ACC_N3339,19,25,Active,Normal
ACC_N1524,43,19,INACTIVE,Normal
ACC_N1493,31,19, aCtive ,Normal
ACC_N3134,64,14, aCtive ,Normal
ACC_N2479,53,14, aCtive ,Normal
ACC_N2934,40,28,INACTIVE,Normal
ACC_N2845,48,17,Active,Normal
ACC_A0353,64,535,ACTIVE,Legitimate_Awakening
ACC_N1215,35,9,active,Normal
ACC_N2514,62,27,Active,Normal
ACC_N1895,48,21, aCtive ,Normal
ACC_N3032,33,29, aCtive ,Normal
ACC_N1945,42,4,inactive,Normal
ACC_N1456,19,4,active,Normal
ACC_N2576,36,13,ACTIVE,Normal
ACC_N3264,62,13,inactive,Normal
ACC_A0369,56,485,ACTIVE,Legitimate_Awakening
ACC_N0943,47,5,ACTIVE,Normal
ACC_A0273,34,638, aCtive ,Legitimate_Awakening
ACC_N3358,56,26,Active,Normal
ACC_N1280,45,23,Inactive,Normal
ACC_N3488,63,0,ACTIVE,Normal
ACC_N1262,30,7,INACTIVE,Normal
ACC_N1511,57,16,ACTIVE,Normal
ACC_N0879,42,10,ACTIVE,Normal
ACC_N2772,59,26,INACTIVE,Normal
ACC_N0103,20,8,ACTIVE,Normal
ACC_N1533,26,0,active,Normal
ACC_N0502,31,3,inactive,Normal
ACC_N1350,38,9,active,Normal
ACC_N0975,20,21,Active,Normal
ACC_A0019,61,181,active,Legitimate_Awakening
ACC_N3223,60,0,Inactive,Normal
ACC_A0137,42,269,active,Legitimate_Awakening
ACC_N2266,20,27,ACTIVE,Normal
ACC_N0291,30,14,active,Normal
ACC_N2903,33,14,inactive,Normal
ACC_N0309,64,19,Active,Normal
ACC_N1983,63,21,ACTIVE,Normal
ACC_N2415,43,17,ACTIVE,Normal
ACC_N3367,63,6,ACTIVE,Normal
ACC_N3491,42,24,active,Normal
ACC_N0412,60,17,Active,Normal
ACC_N3376,31,2,Inactive,Normal
ACC_N1972,32,6,Active,Normal
ACC_N0591,57,27,Active,Normal
ACC_N2418,51,12,active,Normal
ACC_N0609,30,15,ACTIVE,Normal
ACC_N1072,40,28,inactive,Normal
ACC_N2790,20,22, aCtive ,Normal
ACC_N2306,21,0,Active,Normal
ACC_N1868,26,4, aCtive ,Normal
ACC_N3176,20,20,active,Normal
ACC_A0342,54,415,active,Legitimate_Awakening
ACC_N3354,52,0,INACTIVE,Normal
ACC_N2698,35,2,ACTIVE,Normal
ACC_N2170,22,8, aCtive ,Normal
ACC_A0175,44,425,active,Legitimate_Awakening
ACC_N2110,60,21, aCtive ,Normal
ACC_N1574,20,4,Active,Normal
ACC_N1804,64,16,Active,Normal
ACC_N2820,41,22,Inactive,Normal
ACC_A0054,19,632, aCtive ,Legitimate_Awakening
ACC_N2659,24,3, aCtive ,Normal
ACC_N0021,25,3, aCtive ,Normal
ACC_N2810,45,1, aCtive ,Normal
ACC_N1389,36,20,ACTIVE,Normal
ACC_N2341,54,19,active,Normal
ACC_N1604,50,9,ACTIVE,Normal
ACC_N3233,33,4,active,Normal
ACC_N0856,55,11,active,Normal
ACC_N0744,59,9,active,Normal
ACC_N2024,47,16, aCtive ,Normal
ACC_N2104,47,19,ACTIVE,Normal
ACC_N2543,22,12,active,Normal
ACC_N1219,58,8,Active,Normal
ACC_N1730,27,21,active,Normal
ACC_N3152,47,17,ACTIVE,Normal
ACC_N1708,62,15, aCtive ,Normal
ACC_N1703,52,8,Active,Normal
ACC_N0249,40,9,active,Normal
ACC_A0014,38,225, aCtive ,Legitimate_Awakening
ACC_N2670,22,5,ACTIVE,Normal
ACC_N1174,50,14,ACTIVE,Normal
ACC_N1406,36,23,Active,Normal
ACC_N0251,32,17,Active,Normal
ACC_N1760,63,16,active,Normal
ACC_N0787,57,26, aCtive ,Normal
ACC_N0258,18,6,inactive,Normal
ACC_N0733,31,20, aCtive ,Normal
ACC_N1226,34,13,ACTIVE,Normal
ACC_N0404,25,27,ACTIVE,Normal
ACC_N3022,27,28,active,Normal
ACC_N2989,36,29,active,Normal
ACC_N3300,47,10,ACTIVE,Normal
ACC_N3279,35,1,ACTIVE,Normal
ACC_A0399,30,475, aCtive ,Legitimate_Awakening
ACC_N2668,28,21,inactive,Normal
ACC_N3102,55,16, aCtive ,Normal
ACC_N0463,43,6, aCtive ,Normal
ACC_A0327,42,523,active,Legitimate_Awakening
ACC_N0677,40,29, aCtive ,Normal
ACC_N0462,57,23,Active,Normal
ACC_N3369,61,11,Active,Normal
ACC_N2944,19,23, aCtive ,Normal
ACC_N0032,27,24, aCtive ,Normal
ACC_N3211,39,4,ACTIVE,Normal
ACC_A0281,61,440,ACTIVE,Legitimate_Awakening
ACC_N2507,23,0,active,Normal
ACC_N0694,63,23,Inactive,Normal
ACC_N0052,62,29,Active,Normal
ACC_A0159,56,668,active,Legitimate_Awakening
ACC_N0247,38,15, aCtive ,Normal
ACC_N0533,58,3,inactive,Normal
ACC_N1264,63,26, aCtive ,Normal
ACC_N0983,59,26,active,Normal
ACC_N1442,20,18,Active,Normal
ACC_N2821,39,18,Active,Normal
ACC_A0043,36,402, aCtive ,Legitimate_Awakening
ACC_N1968,47,23,ACTIVE,Normal
ACC_A0335,33,603,active,Legitimate_Awakening
ACC_N3351,29,27,active,Normal
ACC_M034,23,762, aCtive ,Dormant_Mule
ACC_N0053,22,3,active,Normal
ACC_N0176,40,27,Active,Normal
ACC_N1081,31,16, aCtive ,Normal
ACC_N0257,26,15,Active,Normal
ACC_N2511,33,29,ACTIVE,Normal
ACC_N1960,32,26,active,Normal
ACC_N2899,25,3,active,Normal
ACC_N2564,24,24,Active,Normal
ACC_N3364,51,24, aCtive ,Normal
ACC_N2434,19,25, aCtive ,Normal
ACC_N2776,55,9,active,Normal
ACC_A0279,20,365,Active,Legitimate_Awakening
ACC_N0292,28,10,ACTIVE,Normal
ACC_N0277,21,4,Active,Normal
ACC_A0089,63,538, aCtive ,Legitimate_Awakening
ACC_N2661,23,13,active,Normal
ACC_N0501,150,3,active,Normal
ACC_N0987,24,22,active,Normal
ACC_N1510,31,14,ACTIVE,Normal
ACC_N0634,59,24,ACTIVE,Normal
ACC_A0211,20,466, aCtive ,Legitimate_Awakening
ACC_N1698,20,16,Active,Normal
ACC_N2551,19,4,Active,Normal
ACC_N2060,52,7,Active,Normal
ACC_N0963,47,14,ACTIVE,Normal
ACC_N0454,28,4,active,Normal
ACC_N1288,21,27, aCtive ,Normal
ACC_N2310,29,4, aCtive ,Normal
ACC_N2837,54,4,ACTIVE,Normal
ACC_N1759,41,3,ACTIVE,Normal
ACC_N0456,52,28,active,Normal
ACC_N0936,26,27,active,Normal
ACC_N1266,57,11,ACTIVE,Normal
ACC_A0128,54,555, aCtive ,Legitimate_Awakening
ACC_N2998,64,19,active,Normal
ACC_N1548,43,1,active,Normal
ACC_N0902,45,23, aCtive ,Normal
ACC_N1839,29,14,active,Normal
ACC_N2416,46,24, aCtive ,Normal
ACC_N0848,52,14,Active,Normal
ACC_N0465,35,5,active,Normal
ACC_N3454,29,1,active,Normal
ACC_N1850,34,12,Active,Normal
ACC_A0061,53,475, aCtive ,Legitimate_Awakening
ACC_N2076,20,19,active,Normal
ACC_N1052,20,10,Active,Normal
ACC_A0026,45,298, aCtive ,Legitimate_Awakening
ACC_N2316,28,16,active,Normal
ACC_N0250,46,0,inactive,Normal
ACC_N2486,24,3,ACTIVE,Normal
ACC_N1549,37,27,Active,Normal
ACC_N3333,37,27,inactive,Normal
ACC_N2692,52,25, aCtive ,Normal
ACC_A0221,54,519,ACTIVE,Legitimate_Awakening
ACC_N0817,59,8, aCtive ,Normal
ACC_N3445,47,29,ACTIVE,Normal
ACC_N0828,40,3,ACTIVE,Normal
ACC_A0069,40,232,Active,Legitimate_Awakening
ACC_N0707,59,3,Active,Normal
ACC_A0379,51,333,ACTIVE,Legitimate_Awakening
ACC_N2379,150,24,Active,Normal
ACC_N2570,60,17,INACTIVE,Normal
ACC_N0628,63,12,active,Normal
ACC_N1124,57,14, aCtive ,Normal
ACC_N1125,19,3,ACTIVE,Normal
ACC_N2181,61,11, aCtive ,Normal
ACC_A0078,60,222,ACTIVE,Legitimate_Awakening
ACC_A0307,26,378, aCtive ,Legitimate_Awakening
ACC_N3460,21,27, aCtive ,Normal
ACC_N2767,18,12,Active,Normal
ACC_N2167,30,21,ACTIVE,Normal
ACC_N1222,42,14,ACTIVE,Normal
ACC_A0118,55,469,active,Legitimate_Awakening
ACC_N0773,51,5, aCtive ,Normal
ACC_N0740,60,14, aCtive ,Normal
ACC_N2719,26,20,active,Normal
ACC_N2118,64,21,ACTIVE,Normal
ACC_N0056,51,13, aCtive ,Normal
ACC_N2096,39,24,active,Normal
ACC_N2578,19,6,active,Normal
ACC_N3499,23,1,active,Normal
ACC_N3008,59,4,inactive,Normal
ACC_N0510,24,14, aCtive ,Normal
ACC_N2608,34,2,Inactive,Normal
ACC_N0769,29,10,ACTIVE,Normal
ACC_N3087,48,18,active,Normal
ACC_N1664,49,17,active,Normal
ACC_N1068,39,23,ACTIVE,Normal
ACC_A0223,54,528,active,Legitimate_Awakening
ACC_N2606,51,15,active,Normal
ACC_N0078,60,11,ACTIVE,Normal
ACC_N3298,46,9, aCtive ,Normal
ACC_N2884,51,18,active,Normal
ACC_N2148,32,8,INACTIVE,Normal
ACC_N3487,39,12,active,Normal
ACC_N0265,31,25,active,Normal
ACC_N3289,61,24,active,Normal
ACC_N0553,30,17,Active,Normal
ACC_N2093,36,2, aCtive ,Normal
ACC_N1842,46,6, aCtive ,Normal
ACC_N3159,23,13,active,Normal
ACC_N0935,63,20,Inactive,Normal
ACC_N0175,28,8,active,Normal
ACC_N3076,60,23,Active,Normal
ACC_N0978,63,16,active,Normal
ACC_N2271,48,7,inactive,Normal
ACC_N2499,22,6,Active,Normal
ACC_A0355,64,321,active,Legitimate_Awakening
ACC_N1626,42,20, aCtive ,Normal
ACC_N0124,63,12,active,Normal
ACC_N3458,21,21, aCtive ,Normal
ACC_N1313,46,16,ACTIVE,Normal
ACC_N1348,18,3,ACTIVE,Normal
ACC_N0318,57,29,active,Normal
ACC_N1946,31,21,active,Normal
ACC_N2029,38,28,ACTIVE,Normal
ACC_N0793,55,8,Inactive,Normal
ACC_N0512,39,3,ACTIVE,Normal
ACC_N0668,38,7,ACTIVE,Normal
ACC_N0088,39,19,Active,Normal
ACC_N2456,34,20,ACTIVE,Normal
ACC_N2666,37,3,ACTIVE,Normal
ACC_N0807,150,27,Active,Normal
ACC_A0213,58,208,Active,Legitimate_Awakening
ACC_N0799,60,4, aCtive ,Normal
ACC_A0103,25,199,active,Legitimate_Awakening
ACC_N2183,61,23, aCtive ,Normal
ACC_N2421,32,24,Active,Normal
ACC_N0862,63,24,inactive,Normal
ACC_N2968,59,29,ACTIVE,Normal
ACC_N3114,31,4,Active,Normal
ACC_A0122,58,208,ACTIVE,Legitimate_Awakening
ACC_N2134,30,1, aCtive ,Normal
ACC_N2017,43,1, aCtive ,Normal
ACC_N3148,41,23, aCtive ,Normal
ACC_N0469,29,9,ACTIVE,Normal
ACC_N3490,150,24,INACTIVE,Normal
ACC_N0484,51,17,INACTIVE,Normal
ACC_N0971,44,27,active,Normal
ACC_A0242,46,479,Active,Legitimate_Awakening
ACC_N1435,49,7,Active,Normal
ACC_N0597,29,28,ACTIVE,Normal
ACC_N1937,20,9,Active,Normal
ACC_N0440,24,25,Inactive,Normal
ACC_N0714,61,15, aCtive ,Normal
ACC_N1697,150,9,ACTIVE,Normal
ACC_N0696,23,22,Inactive,Normal
ACC_N0105,23,12, aCtive ,Normal
ACC_N2208,37,25, aCtive ,Normal
ACC_N1458,29,13,ACTIVE,Normal
ACC_N0294,53,8,active,Normal
ACC_N2978,51,23,Active,Normal
ACC_N0152,62,29,Inactive,Normal
ACC_A0351,46,497,active,Legitimate_Awakening
ACC_N2717,52,14,Active,Normal
ACC_N1437,19,24,INACTIVE,Normal
ACC_A0385,23,232,active,Legitimate_Awakening
ACC_N1659,37,27, aCtive ,Normal
ACC_N2269,21,7, aCtive ,Normal
ACC_N1623,19,16,ACTIVE,Normal
ACC_N1927,51,26, aCtive ,Normal
ACC_N1209,55,1,active,Normal
ACC_N0606,48,5,ACTIVE,Normal
ACC_N0101,25,0,Active,Normal
ACC_N1212,36,17,active,Normal
ACC_N1491,50,26,ACTIVE,Normal
ACC_N0450,33,10, aCtive ,Normal
ACC_N1957,53,21,active,Normal
ACC_M018,48,767,ACTIVE,Dormant_Mule
ACC_N2958,39,0,Active,Normal
ACC_A0094,30,692,active,Legitimate_Awakening
ACC_N0880,46,12,active,Normal
ACC_N2919,47,15,ACTIVE,Normal
ACC_N2809,51,22,ACTIVE,Normal
ACC_N0069,46,29, aCtive ,Normal
ACC_N0622,51,3, aCtive ,Normal
ACC_N1668,64,15,active,Normal
ACC_N0789,39,9,Active,Normal
ACC_A0163,63,530, aCtive ,Legitimate_Awakening
ACC_N1045,52,13,Active,Normal
ACC_A0017,19,598,ACTIVE,Legitimate_Awakening
ACC_N1404,51,28,ACTIVE,Normal
ACC_M049,18,540, aCtive ,Dormant_Mule
ACC_N3119,64,25,active,Normal
ACC_N0488,21,21,ACTIVE,Normal
ACC_N0835,48,9,Active,Normal
ACC_N2006,45,22,active,Normal
ACC_N2567,46,1,INACTIVE,Normal
ACC_N2783,64,25,ACTIVE,Normal
ACC_N1601,50,26, aCtive ,Normal
ACC_N1554,19,9,INACTIVE,Normal
ACC_N3019,47,21,active,Normal
ACC_N0425,41,25,active,Normal
ACC_N1409,27,1,Active,Normal
ACC_N3105,38,28,active,Normal
ACC_N1239,56,12,active,Normal
ACC_N1933,23,27,ACTIVE,Normal
ACC_N3136,45,21,Active,Normal
ACC_N2284,22,17,Active,Normal
ACC_N1575,38,26,INACTIVE,Normal
ACC_N2602,58,1,active,Normal
ACC_N0565,19,20,ACTIVE,Normal
ACC_N2426,18,29, aCtive ,Normal
ACC_N2613,44,29,active,Normal
ACC_N1602,18,0,Active,Normal
ACC_N3041,18,4,active,Normal
ACC_A0050,24,461,active,Legitimate_Awakening
ACC_N0924,23,25,ACTIVE,Normal
ACC_N1443,56,13,ACTIVE,Normal
ACC_N3097,37,25,ACTIVE,Normal
ACC_N1418,23,1,INACTIVE,Normal
ACC_N2876,60,0,ACTIVE,Normal
ACC_A0111,30,555, aCtive ,Legitimate_Awakening
ACC_A0141,32,691,active,Legitimate_Awakening
ACC_N2496,51,23, aCtive ,Normal
ACC_N2260,47,23, aCtive ,Normal
ACC_N1992,42,7,ACTIVE,Normal
ACC_N0320,64,27,Inactive,Normal
ACC_N0423,27,8,Active,Normal
ACC_N2032,53,0, aCtive ,Normal
ACC_N2334,42,10,active,Normal
ACC_N3455,22,26,Active,Normal
ACC_N1849,36,20,Active,Normal
ACC_A0318,53,657,Active,Legitimate_Awakening
ACC_N1845,58,9,ACTIVE,Normal
ACC_N1016,47,24,ACTIVE,Normal
ACC_N3387,150,16,ACTIVE,Normal
ACC_N1523,49,21,active,Normal
ACC_N2109,39,3, aCtive ,Normal
ACC_N2214,30,17,Active,Normal
ACC_N1678,35,9,inactive,Normal
ACC_N2930,19,13,ACTIVE,Normal
ACC_N0023,47,18, aCtive ,Normal
ACC_N2417,49,25,Active,Normal
ACC_N2861,31,6,inactive,Normal
ACC_N0437,36,10, aCtive ,Normal
ACC_N1387,63,5,Active,Normal
ACC_A0218,62,273, aCtive ,Legitimate_Awakening
ACC_N3309,47,14,ACTIVE,Normal
ACC_A0267,39,445, aCtive ,Legitimate_Awakening
ACC_N2326,60,18, aCtive ,Normal
