days_dormant,incoming_amount_thb,outflow_ratio_24h,dwell_time_mins,label,account_id
26,14114.15,0.368,528.6,Normal,ACC000142
0,5369.47,0.167,1172.7,Normal,ACC007624
21,6617.69,0.403,303.7,Normal,ACC000478
1,5803.86,0.526,640.2,Normal,ACC007305
21,17413.3,0.398,1331.4,Normal,ACC006065
4,7161.86,0.243,1391.6,Normal,ACC008644
19,4458.37,0.326,1172.0,Normal,ACC002329
435,56383.17,0.456,1702.2,Legitimate_Awakening,ACC009500
13,10214.69,0.265,701.6,Normal,ACC001811
8,5709.31,0.555,695.1,Normal,ACC001568
7,17698.52,0.58,373.9,Normal,ACC001656
2,603.4,0.469,1093.4,Normal,ACC006415
7,4396.9,0.128,870.4,Normal,ACC001041
29,4928.96,0.544,631.6,Normal,ACC003806
3,3654.82,0.154,502.3,Normal,ACC008189
13,14857.95,0.119,462.5,Normal,ACC004542
12,12068.36,0.113,206.4,Normal,ACC007468
20,1765.53,0.413,670.2,Normal,ACC003161
16,2802.79,0.338,647.6,Normal,ACC007435
19,13510.66,0.596,1061.4,Normal,ACC002911
20,19474.44,0.568,132.4,Normal,ACC008127
14,19995.16,0.462,270.7,Normal,ACC001911
2,7614.56,0.227,1137.5,Normal,ACC008785
0,4474.48,0.262,129.4,Normal,ACC004916
7,10848.56,0.228,1011.9,Normal,ACC002138
25,766.81,0.141,461.3,Normal,ACC001159
1,14666.2,0.204,691.6,Normal,ACC003746
8,12268.81,0.43,1028.2,Normal,ACC001111
1,5973.84,0.6,473.8,Normal,ACC002426
19,10319.75,0.547,1356.0,Normal,ACC002850
29,3668.34,0.132,475.3,Normal,ACC005041
1,13473.2,0.5,994.7,Normal,ACC000661
10,10076.37,0.564,259.1,Normal,ACC000896
16,5081.12,0.15,315.7,Normal,ACC003748
22,9788.55,0.349,390.2,Normal,ACC000814
16,10786.53,0.267,394.4,Normal,ACC003638
26,8323.24,0.57,450.6,Normal,ACC007801
27,12407.02,0.517,771.7,Normal,ACC008751
21,7630.3,0.4,405.7,Normal,ACC006161
631,426335.87,0.955,24.9,Dormant_Mule,ACC009917
22,13869.26,0.479,823.1,Normal,ACC002394
18,2660.29,0.507,1101.7,Normal,ACC006791
19,18184.48,0.136,957.6,Normal,ACC003562
13,13323.53,0.356,157.7,Normal,ACC005276
18,1344.01,0.226,209.3,Normal,ACC007428
4,10683.74,0.485,404.9,Normal,ACC000084
22,10132.59,0.535,1092.6,Normal,ACC001588
23,1958.25,0.53,1197.4,Normal,ACC008524
13,11777.05,0.517,378.3,Normal,ACC005300
8,10927.41,0.133,462.4,Normal,ACC008744
17,9669.49,0.365,468.5,Normal,ACC003724
248,22162.5,0.428,1739.5,Legitimate_Awakening,ACC009845
10,8589.51,0.466,1025.4,Normal,ACC002284
7,15989.87,0.345,172.5,Normal,ACC003875
24,18881.85,0.141,455.2,Normal,ACC001070
558,18432.33,0.34,1288.2,Legitimate_Awakening,ACC008855
5,10687.66,0.381,702.4,Normal,ACC000705
1,16500.62,0.104,722.9,Normal,ACC001494
26,14257.18,0.436,640.5,Normal,ACC002145
27,16496.73,0.192,733.3,Normal,ACC003894
14,4835.21,0.206,660.1,Normal,ACC004864
260,45078.96,0.665,2100.3,Legitimate_Awakening,ACC009091
16,16190.51,0.169,1144.3,Normal,ACC002429
5,4244.46,0.433,942.9,Normal,ACC001427
494,19309.34,0.428,380.2,Legitimate_Awakening,ACC009728
17,18880.27,0.183,505.9,Normal,ACC005055
591,59417.87,0.413,1662.3,Legitimate_Awakening,ACC009767
273,44066.27,0.559,2726.1,Legitimate_Awakening,ACC009197
725,396030.62,0.971,18.8,Dormant_Mule,ACC009927
563,30749.0,0.505,761.2,Legitimate_Awakening,ACC009240
2,6049.32,0.31,627.3,Normal,ACC006353
16,16495.4,0.205,438.0,Normal,ACC002283
9,3457.51,0.141,689.7,Normal,ACC004036
2,12757.36,0.576,430.4,Normal,ACC006940
14,8420.31,0.204,840.2,Normal,ACC005881
21,1084.99,0.493,822.2,Normal,ACC007849
22,12990.8,0.344,126.1,Normal,ACC006570
6,15779.34,0.388,272.0,Normal,ACC003249
0,7699.99,0.327,844.2,Normal,ACC000199
404,43721.58,0.481,2158.0,Legitimate_Awakening,ACC009798
3,11999.72,0.325,1253.1,Normal,ACC002376
4,13853.67,0.519,1054.2,Normal,ACC003394
23,8050.12,0.199,920.5,Normal,ACC006335
13,14961.73,0.503,1235.5,Normal,ACC001400
418,50627.89,0.548,796.0,Legitimate_Awakening,ACC009498
15,16383.0,0.51,1173.8,Normal,ACC006028
16,13468.59,0.378,572.4,Normal,ACC001171
7,2318.61,0.183,547.2,Normal,ACC007261
19,3696.39,0.434,1023.0,Normal,ACC006856
18,11828.53,0.595,1118.9,Normal,ACC000971
5,4678.86,0.491,314.8,Normal,ACC004350
9,17614.52,0.14,851.1,Normal,ACC007722
9,19576.18,0.179,763.5,Normal,ACC002065
28,13658.33,0.439,612.5,Normal,ACC000977
19,14301.79,0.342,1303.4,Normal,ACC002234
4,19941.95,0.304,360.7,Normal,ACC007961
22,876.32,0.217,895.9,Normal,ACC008203
21,7135.94,0.152,362.4,Normal,ACC006466
29,7201.43,0.241,635.8,Normal,ACC000590
17,2607.35,0.163,731.5,Normal,ACC007249
12,17110.82,0.362,422.2,Normal,ACC003065
7,17343.9,0.303,1126.3,Normal,ACC001657
5,18854.55,0.394,530.8,Normal,ACC003451
390,20910.75,0.561,2432.0,Legitimate_Awakening,ACC008911
481,445809.86,0.988,44.2,Dormant_Mule,ACC009966
490,17519.53,0.587,1159.1,Legitimate_Awakening,ACC009721
4,12801.93,0.214,837.4,Normal,ACC008553
18,13500.82,0.242,893.2,Normal,ACC001990
12,6142.37,0.227,556.8,Normal,ACC002815
449,20673.2,0.524,2615.9,Legitimate_Awakening,ACC009449
17,2282.58,0.189,1028.8,Normal,ACC003491
3,19419.59,0.566,1098.9,Normal,ACC001018
23,16119.56,0.32,1042.9,Normal,ACC006573
18,16967.94,0.4,297.4,Normal,ACC005839
7,9356.27,0.293,1416.3,Normal,ACC002471
24,13109.97,0.447,188.1,Normal,ACC000286
0,5028.15,0.55,626.7,Normal,ACC000211
491,45498.16,0.585,2042.4,Legitimate_Awakening,ACC009508
8,3627.14,0.374,580.1,Normal,ACC004332
6,8895.35,0.26,1368.7,Normal,ACC008147
21,4697.74,0.459,231.9,Normal,ACC004824
19,6913.94,0.354,151.6,Normal,ACC002740
25,5010.74,0.418,1024.9,Normal,ACC006792
4,4619.63,0.416,1408.3,Normal,ACC002642
26,11146.86,0.287,298.0,Normal,ACC005886
23,11541.89,0.164,630.2,Normal,ACC005469
2,17656.53,0.363,442.5,Normal,ACC000609
24,6804.74,0.32,547.5,Normal,ACC005274
23,6671.02,0.539,644.5,Normal,ACC006492
14,1619.99,0.327,1170.0,Normal,ACC003532
15,3041.32,0.2,895.8,Normal,ACC002385
676,36958.64,0.484,806.2,Legitimate_Awakening,ACC009480
11,19487.4,0.336,639.5,Normal,ACC004681
17,19408.37,0.243,300.0,Normal,ACC005227
21,8575.56,0.449,474.1,Normal,ACC001797
16,13613.36,0.518,363.2,Normal,ACC005422
297,27259.13,0.573,912.3,Legitimate_Awakening,ACC009734
9,14525.79,0.374,475.5,Normal,ACC005522
28,14650.99,0.446,1204.4,Normal,ACC005094
20,17050.03,0.343,934.4,Normal,ACC006386
28,2187.35,0.486,427.4,Normal,ACC007466
26,19309.17,0.534,407.7,Normal,ACC007366
21,13905.56,0.225,965.1,Normal,ACC002435
29,2428.64,0.317,286.5,Normal,ACC003769
22,1183.77,0.119,154.8,Normal,ACC002972
25,3599.3,0.334,1366.5,Normal,ACC000342
22,13110.12,0.576,1168.8,Normal,ACC003139
20,11698.48,0.549,1284.4,Normal,ACC005325
386,29785.63,0.503,2277.9,Legitimate_Awakening,ACC009118
23,9899.29,0.276,768.0,Normal,ACC004904
13,5856.75,0.544,173.6,Normal,ACC002067
14,18065.25,0.553,1204.9,Normal,ACC005240
29,17795.18,0.305,610.5,Normal,ACC004055
21,16862.87,0.555,792.2,Normal,ACC003328
22,10780.91,0.263,328.7,Normal,ACC002518
0,7135.41,0.101,852.2,Normal,ACC005292
28,7071.56,0.514,688.8,Normal,ACC000395
9,6724.16,0.242,1256.3,Normal,ACC007449
5,16196.85,0.584,474.6,Normal,ACC001852
28,5337.18,0.119,540.8,Normal,ACC006551
531,51268.03,0.696,2530.2,Legitimate_Awakening,ACC009453
11,14021.73,0.45,1114.6,Normal,ACC001185
315,59566.98,0.617,2249.6,Legitimate_Awakening,ACC009452
21,3254.25,0.56,243.6,Normal,ACC001754
18,16137.45,0.558,1118.7,Normal,ACC003561
2,18072.58,0.123,490.9,Normal,ACC000138
8,14165.44,0.13,262.2,Normal,ACC008610
22,16313.89,0.351,1042.1,Normal,ACC007628
23,5252.86,0.508,260.3,Normal,ACC007034
9,12401.51,0.458,479.9,Normal,ACC000434
7,13715.6,0.226,1272.4,Normal,ACC001315
13,803.96,0.421,217.2,Normal,ACC005974
18,10414.12,0.393,436.7,Normal,ACC006655
18,2654.43,0.531,1227.7,Normal,ACC002524
263,37414.73,0.433,1264.8,Legitimate_Awakening,ACC008902
21,16949.5,0.278,672.9,Normal,ACC007355
0,2251.47,0.572,1219.9,Normal,ACC008676
24,2705.56,0.514,452.4,Normal,ACC002777
17,14263.94,0.174,1031.9,Normal,ACC007879
2,8497.69,0.225,1121.1,Normal,ACC006908
3,19115.67,0.267,866.1,Normal,ACC003547
0,5043.87,0.507,896.7,Normal,ACC001661
26,11927.32,0.489,448.3,Normal,ACC003555
224,51925.15,0.579,803.6,Legitimate_Awakening,ACC009409
27,14871.43,0.189,1208.6,Normal,ACC002565
6,19792.61,0.405,929.0,Normal,ACC006031
0,6560.34,0.503,792.1,Normal,ACC008805
14,3927.56,0.416,282.7,Normal,ACC005038
14,6980.58,0.328,824.1,Normal,ACC004240
28,1908.16,0.442,784.3,Normal,ACC001697
14,18423.94,0.141,1277.2,Normal,ACC000145
10,1374.64,0.325,1346.8,Normal,ACC000655
19,7174.99,0.32,1053.4,Normal,ACC003195
5,7378.99,0.536,527.7,Normal,ACC004420
24,1268.64,0.471,1212.4,Normal,ACC001805
25,17329.81,0.405,877.6,Normal,ACC008561
0,13939.98,0.153,1203.9,Normal,ACC002930
327,47116.3,0.317,1440.5,Legitimate_Awakening,ACC009266
927,307609.41,0.971,1.7,Dormant_Mule,ACC009965
22,9886.44,0.44,1304.4,Normal,ACC003617
3,8538.03,0.57,1131.9,Normal,ACC008653
7,16052.17,0.408,1233.1,Normal,ACC000843
544,24657.5,0.497,1652.7,Legitimate_Awakening,ACC009110
19,10550.74,0.333,1284.5,Normal,ACC005902
14,7105.6,0.175,917.9,Normal,ACC007487
25,8415.33,0.56,226.3,Normal,ACC007719
7,5000.5,0.558,933.5,Normal,ACC000988
21,10423.02,0.381,1037.8,Normal,ACC008075
11,17177.06,0.56,1310.6,Normal,ACC004173
602,27786.89,0.594,2458.4,Legitimate_Awakening,ACC009824
16,13140.6,0.216,1019.4,Normal,ACC001091
5,5416.98,0.222,530.3,Normal,ACC008678
22,18075.81,0.37,1068.8,Normal,ACC004037
12,10241.47,0.454,408.9,Normal,ACC005359
9,18755.02,0.448,872.5,Normal,ACC000073
1,7560.09,0.568,1258.6,Normal,ACC004783
10,19854.28,0.505,301.6,Normal,ACC006976
7,6425.81,0.262,1426.4,Normal,ACC005762
8,14525.18,0.25,1115.0,Normal,ACC008530
13,8655.98,0.449,1439.3,Normal,ACC004286
11,9628.19,0.592,855.2,Normal,ACC003312
11,16834.82,0.593,1293.6,Normal,ACC008005
23,9604.12,0.28,827.7,Normal,ACC001484
3,6103.91,0.282,1254.0,Normal,ACC005182
4,4883.93,0.395,322.5,Normal,ACC008064
27,8810.99,0.23,1132.6,Normal,ACC006139
19,5977.3,0.331,1369.8,Normal,ACC006384
0,12072.49,0.242,263.9,Normal,ACC006988
21,18811.63,0.118,1412.4,Normal,ACC006887
22,5099.22,0.286,202.6,Normal,ACC000552
11,11579.12,0.103,396.2,Normal,ACC008390
15,6359.34,0.388,910.8,Normal,ACC005340
14,14226.75,0.346,1327.6,Normal,ACC002616
11,12679.41,0.251,510.8,Normal,ACC003645
5,11128.44,0.436,726.4,Normal,ACC007024
27,4061.46,0.158,1226.7,Normal,ACC004980
25,3685.82,0.302,1314.1,Normal,ACC008834
6,11676.44,0.599,1113.2,Normal,ACC000215
14,17902.9,0.275,1019.4,Normal,ACC008275
19,13930.18,0.576,862.3,Normal,ACC006057
12,18893.07,0.461,1030.1,Normal,ACC003252
225,36514.47,0.434,2581.1,Legitimate_Awakening,ACC008954
18,14835.64,0.376,1324.7,Normal,ACC006921
28,10975.51,0.493,853.7,Normal,ACC003785
11,9879.87,0.307,260.9,Normal,ACC003092
15,16619.72,0.552,1352.3,Normal,ACC000963
22,13828.23,0.41,935.7,Normal,ACC006758
15,9884.25,0.471,553.4,Normal,ACC004730
28,18381.09,0.453,1073.6,Normal,ACC003052
14,6458.25,0.123,893.6,Normal,ACC006358
13,9535.35,0.137,482.6,Normal,ACC007068
2,8764.49,0.58,401.8,Normal,ACC008809
10,13068.98,0.464,751.1,Normal,ACC002889
7,10676.75,0.432,623.1,Normal,ACC002624
21,19563.83,0.102,1273.2,Normal,ACC003395
20,19131.86,0.362,1325.4,Normal,ACC006054
23,3582.95,0.553,1037.4,Normal,ACC007162
20,19684.9,0.399,1278.3,Normal,ACC005699
22,17436.31,0.519,1241.1,Normal,ACC008814
8,10868.33,0.51,802.9,Normal,ACC006623
5,9053.84,0.109,1432.1,Normal,ACC004313
14,10477.31,0.178,618.0,Normal,ACC000174
22,11483.49,0.424,396.6,Normal,ACC002247
16,16031.45,0.478,1018.3,Normal,ACC001245
29,16152.6,0.494,512.3,Normal,ACC001751
25,4417.11,0.253,812.3,Normal,ACC001874
5,14782.61,0.316,1017.2,Normal,ACC002239
21,3399.35,0.534,518.0,Normal,ACC004948
15,14162.13,0.106,1020.9,Normal,ACC007055
0,19182.7,0.208,184.4,Normal,ACC003406
0,13215.81,0.49,1164.7,Normal,ACC001149
13,16246.48,0.341,984.4,Normal,ACC005061
8,3993.7,0.546,727.7,Normal,ACC001495
690,16574.16,0.315,544.9,Legitimate_Awakening,ACC009490
1,11375.97,0.393,865.1,Normal,ACC000185
25,13406.28,0.278,1187.7,Normal,ACC001896
20,11661.28,0.577,571.5,Normal,ACC007186
21,15558.49,0.352,380.3,Normal,ACC008521
17,12124.78,0.47,398.5,Normal,ACC001538
12,16267.86,0.218,728.9,Normal,ACC003719
10,2802.15,0.22,379.3,Normal,ACC006584
17,7839.58,0.248,1294.1,Normal,ACC002952
18,4924.28,0.255,1419.2,Normal,ACC002600
9,3739.44,0.327,407.0,Normal,ACC006823
12,5958.71,0.577,1094.0,Normal,ACC000092
27,7520.41,0.545,1031.3,Normal,ACC004946
27,8563.19,0.312,1047.5,Normal,ACC003177
0,2087.15,0.333,1143.7,Normal,ACC006134
538,47574.33,0.685,1684.3,Legitimate_Awakening,ACC009467
5,3653.29,0.191,874.7,Normal,ACC005458
22,1362.11,0.222,1130.5,Normal,ACC003192
15,17554.81,0.382,801.7,Normal,ACC002189
5,11583.42,0.157,1281.8,Normal,ACC007885
4,5736.81,0.316,620.0,Normal,ACC004773
2,7480.37,0.541,970.1,Normal,ACC005371
1,18841.28,0.115,1112.3,Normal,ACC006506
12,11626.06,0.122,317.4,Normal,ACC007274
17,7733.01,0.186,452.9,Normal,ACC004512
649,23063.67,0.389,1025.1,Legitimate_Awakening,ACC009105
15,15518.11,0.211,933.4,Normal,ACC004849
18,17573.18,0.549,724.7,Normal,ACC006333
19,9462.43,0.244,587.5,Normal,ACC005408
24,5649.21,0.57,960.0,Normal,ACC000952
2,14618.66,0.513,457.8,Normal,ACC007785
20,3148.24,0.43,1410.7,Normal,ACC006582
4,10856.16,0.521,885.9,Normal,ACC000681
367,50969.44,0.662,1310.8,Legitimate_Awakening,ACC009031
23,18596.17,0.231,562.0,Normal,ACC003310
14,5939.24,0.575,594.2,Normal,ACC005748
6,5863.29,0.11,592.7,Normal,ACC006759
1,2360.5,0.285,1002.9,Normal,ACC000024
2,11582.77,0.545,1111.6,Normal,ACC004529
20,6174.3,0.318,582.5,Normal,ACC007405
6,17642.81,0.572,737.0,Normal,ACC000307
26,8906.16,0.283,708.7,Normal,ACC006779
11,16467.67,0.382,813.3,Normal,ACC004051
26,18627.31,0.366,886.8,Normal,ACC000433
22,5417.34,0.327,963.5,Normal,ACC006642
13,9428.54,0.354,258.4,Normal,ACC005917
16,2301.83,0.354,698.6,Normal,ACC005636
26,949.42,0.548,398.1,Normal,ACC002104
3,1548.75,0.111,592.5,Normal,ACC001409
7,822.45,0.161,334.6,Normal,ACC008627
29,2900.33,0.551,996.7,Normal,ACC007595
20,9333.79,0.539,252.0,Normal,ACC003387
9,4097.23,0.361,1008.5,Normal,ACC006751
335,25939.57,0.555,1638.7,Legitimate_Awakening,ACC009279
19,10830.61,0.261,219.0,Normal,ACC002996
25,14213.91,0.517,194.2,Normal,ACC001604
7,3890.0,0.346,1028.2,Normal,ACC005700
2,2281.31,0.585,1411.9,Normal,ACC004748
28,10252.2,0.306,1269.1,Normal,ACC000919
12,16955.76,0.437,522.0,Normal,ACC004069
21,8508.31,0.205,1409.1,Normal,ACC001295
527,19257.88,0.571,854.7,Legitimate_Awakening,ACC008859
9,801.49,0.158,449.9,Normal,ACC005892
28,12024.5,0.37,684.0,Normal,ACC004779
27,9235.91,0.16,682.5,Normal,ACC002472
9,12081.84,0.174,646.5,Normal,ACC002455
22,6663.76,0.503,250.7,Normal,ACC008317
343,48014.75,0.547,521.5,Legitimate_Awakening,ACC009774
5,10312.95,0.332,1436.7,Normal,ACC002936
15,5884.66,0.223,864.0,Normal,ACC003685
12,8139.55,0.389,1047.2,Normal,ACC002557
7,18618.32,0.294,207.3,Normal,ACC001043
25,4689.14,0.553,1065.4,Normal,ACC007676
21,13492.22,0.594,418.0,Normal,ACC001178
7,6633.62,0.214,656.9,Normal,ACC005368
4,12508.47,0.258,1071.6,Normal,ACC005884
521,27301.68,0.523,645.8,Legitimate_Awakening,ACC009212
1,3485.5,0.471,590.4,Normal,ACC003736
18,12289.95,0.443,144.2,Normal,ACC002756
549,55467.39,0.494,2007.6,Legitimate_Awakening,ACC009786
28,6749.49,0.598,1236.1,Normal,ACC002111
29,8237.54,0.122,486.7,Normal,ACC000652
14,6379.65,0.49,813.5,Normal,ACC007383
0,1276.32,0.237,1381.5,Normal,ACC001369
20,9983.24,0.171,697.0,Normal,ACC004923
28,9923.14,0.476,209.1,Normal,ACC004484
250,53280.54,0.393,1537.5,Legitimate_Awakening,ACC009435
19,2885.66,0.321,182.2,Normal,ACC008258
24,10204.08,0.237,1014.4,Normal,ACC004177
26,3620.49,0.112,1118.2,Normal,ACC000685
7,16014.89,0.483,391.1,Normal,ACC006032
8,11953.28,0.187,1391.0,Normal,ACC001912
19,13609.33,0.593,1323.6,Normal,ACC004099
28,10008.22,0.219,1136.0,Normal,ACC006619
22,4934.21,0.404,620.7,Normal,ACC000231
16,552.67,0.316,784.3,Normal,ACC002685
10,6134.59,0.364,603.2,Normal,ACC005813
3,15832.73,0.306,1039.4,Normal,ACC005682
13,12792.76,0.554,673.2,Normal,ACC002383
24,4637.14,0.201,1254.1,Normal,ACC003530
455,18740.7,0.509,1794.8,Legitimate_Awakening,ACC008969
15,4713.76,0.149,1257.8,Normal,ACC000582
20,12751.45,0.467,939.6,Normal,ACC004080
1,12392.48,0.351,1068.5,Normal,ACC004657
10,11552.72,0.277,623.1,Normal,ACC002213
12,15087.52,0.452,1064.5,Normal,ACC007411
10,10114.98,0.278,1186.3,Normal,ACC005505
27,2732.41,0.112,493.4,Normal,ACC008349
10,15801.09,0.442,223.3,Normal,ACC008125
26,8204.46,0.105,1009.5,Normal,ACC006922
5,19287.94,0.555,952.3,Normal,ACC002804
28,15602.83,0.569,306.9,Normal,ACC003895
13,2440.24,0.428,1164.2,Normal,ACC004806
8,14155.55,0.532,358.3,Normal,ACC006194
21,17734.02,0.559,795.3,Normal,ACC004230
18,3022.92,0.288,250.9,Normal,ACC001671
0,11138.04,0.144,704.5,Normal,ACC008286
15,8457.96,0.503,688.0,Normal,ACC005561
22,14993.41,0.306,821.7,Normal,ACC008356
219,58601.66,0.522,2707.7,Legitimate_Awakening,ACC009371
29,4050.23,0.356,1235.1,Normal,ACC001524
27,10763.36,0.485,1112.7,Normal,ACC008750
15,15602.13,0.5,402.2,Normal,ACC005785
9,8357.97,0.108,1195.5,Normal,ACC003297
23,17080.17,0.224,1352.8,Normal,ACC007480
1,9367.88,0.136,1297.7,Normal,ACC008330
28,13921.55,0.356,747.9,Normal,ACC003861
26,19510.49,0.158,1140.5,Normal,ACC007990
2,13858.38,0.436,316.7,Normal,ACC005172
414,30857.79,0.421,1996.0,Legitimate_Awakening,ACC009809
16,9878.36,0.288,599.4,Normal,ACC002310
6,3876.4,0.158,608.6,Normal,ACC006272
751,295687.49,0.982,33.4,Dormant_Mule,ACC009876
21,17885.89,0.296,858.4,Normal,ACC005695
11,4935.89,0.183,559.2,Normal,ACC001493
0,17596.48,0.323,445.0,Normal,ACC008255
13,14383.08,0.347,1251.7,Normal,ACC003071
16,18976.91,0.278,449.8,Normal,ACC002637
12,3284.79,0.202,1025.4,Normal,ACC003801
19,1897.75,0.453,164.8,Normal,ACC003120
1,10973.85,0.206,1190.7,Normal,ACC003497
3,10022.59,0.426,280.1,Normal,ACC003911
468,18983.42,0.593,855.5,Legitimate_Awakening,ACC009013
21,15906.5,0.322,1252.1,Normal,ACC008194
344,49913.28,0.6,843.6,Legitimate_Awakening,ACC009293
3,1676.85,0.18,584.3,Normal,ACC008755
0,4006.4,0.501,884.9,Normal,ACC007320
0,1365.37,0.463,1305.4,Normal,ACC006776
11,16030.5,0.298,322.9,Normal,ACC004245
21,6530.74,0.351,567.1,Normal,ACC003405
19,5286.0,0.535,979.6,Normal,ACC008040
8,4192.01,0.206,855.1,Normal,ACC003882
4,10104.37,0.42,666.5,Normal,ACC004145
21,7058.31,0.56,135.8,Normal,ACC001434
8,14582.03,0.408,319.0,Normal,ACC003593
29,19759.17,0.12,1264.5,Normal,ACC000382
3,2648.36,0.461,326.5,Normal,ACC002167
8,13549.23,0.506,1159.7,Normal,ACC008655
20,7101.98,0.198,1388.9,Normal,ACC006494
13,19282.12,0.274,1218.0,Normal,ACC004330
9,3216.4,0.36,169.0,Normal,ACC001688
26,8194.15,0.496,738.1,Normal,ACC004718
26,14679.06,0.1,1356.6,Normal,ACC002206
239,48148.06,0.652,2597.6,Legitimate_Awakening,ACC009022
22,10664.69,0.529,521.3,Normal,ACC007904
24,3771.7,0.595,717.6,Normal,ACC007994
796,239306.35,0.95,12.6,Dormant_Mule,ACC009915
10,15665.2,0.166,478.1,Normal,ACC008030
19,4387.61,0.372,1405.4,Normal,ACC006705
27,2281.74,0.316,420.0,Normal,ACC004777
4,9194.79,0.454,1086.1,Normal,ACC001648
9,13324.28,0.191,640.0,Normal,ACC008461
24,14131.79,0.477,1119.9,Normal,ACC007357
11,2646.13,0.405,705.2,Normal,ACC004079
22,16070.54,0.189,222.6,Normal,ACC006844
28,1725.82,0.292,603.5,Normal,ACC006957
8,15087.66,0.247,981.3,Normal,ACC007836
391,17377.68,0.417,1489.1,Legitimate_Awakening,ACC008920
21,11156.24,0.381,129.1,Normal,ACC007321
20,16878.85,0.144,670.4,Normal,ACC006263
659,52561.61,0.517,1917.1,Legitimate_Awakening,ACC009748
9,4228.61,0.256,761.6,Normal,ACC002011
12,4064.74,0.239,291.1,Normal,ACC000746
3,1168.96,0.121,685.1,Normal,ACC007546
14,13561.2,0.227,1112.5,Normal,ACC006537
29,10641.33,0.373,364.0,Normal,ACC000014
284,16644.7,0.579,673.7,Legitimate_Awakening,ACC009454
187,34769.78,0.324,748.7,Legitimate_Awakening,ACC009523
28,5496.97,0.29,1270.1,Normal,ACC002676
6,14862.87,0.144,146.7,Normal,ACC004602
606,22609.05,0.505,2461.2,Legitimate_Awakening,ACC009684
24,14644.01,0.34,854.5,Normal,ACC006761
5,13254.51,0.356,329.8,Normal,ACC001962
1,7816.66,0.133,1094.2,Normal,ACC007895
23,15759.38,0.336,154.0,Normal,ACC008332
26,12340.97,0.308,621.1,Normal,ACC002895
7,9710.27,0.406,260.9,Normal,ACC006850
21,16617.58,0.269,238.3,Normal,ACC007291
6,8749.97,0.239,741.6,Normal,ACC002723
13,11448.26,0.283,178.6,Normal,ACC006653
6,10151.18,0.597,723.4,Normal,ACC005355
24,6769.89,0.117,287.9,Normal,ACC001730
499,24504.6,0.334,1697.3,Legitimate_Awakening,ACC009407
26,1262.03,0.419,186.8,Normal,ACC002155
24,1476.61,0.475,456.1,Normal,ACC008533
25,14702.15,0.499,1367.7,Normal,ACC003123
0,15253.78,0.126,1225.2,Normal,ACC003903
14,17965.06,0.163,282.7,Normal,ACC002058
3,13431.01,0.499,541.6,Normal,ACC006624
18,5845.66,0.201,703.6,Normal,ACC002852
18,19234.2,0.35,268.0,Normal,ACC002448
558,31197.22,0.61,965.1,Legitimate_Awakening,ACC009434
29,4593.4,0.494,1142.4,Normal,ACC001607
605,31590.21,0.52,1377.2,Legitimate_Awakening,ACC009692
14,6931.48,0.112,778.5,Normal,ACC006769
19,13334.41,0.453,1430.1,Normal,ACC007551
19,8100.07,0.358,134.4,Normal,ACC007980
570,21991.09,0.519,633.1,Legitimate_Awakening,ACC009325
15,14319.75,0.166,1001.0,Normal,ACC005110
11,910.9,0.404,1389.7,Normal,ACC007907
4,3398.43,0.276,565.0,Normal,ACC005298
15,3897.75,0.538,703.1,Normal,ACC001007
28,9466.99,0.285,469.2,Normal,ACC005329
544,55441.01,0.316,411.5,Legitimate_Awakening,ACC009439
16,4887.47,0.276,1081.7,Normal,ACC006564
23,18270.51,0.388,1047.1,Normal,ACC006626
7,2351.82,0.257,247.6,Normal,ACC001179
13,6843.89,0.311,264.6,Normal,ACC006367
22,18632.4,0.432,130.2,Normal,ACC008602
11,4628.48,0.173,537.5,Normal,ACC002558
536,32574.97,0.331,894.2,Legitimate_Awakening,ACC008998
18,15350.24,0.469,1109.8,Normal,ACC005740
14,3526.53,0.3,406.1,Normal,ACC006557
424,59156.56,0.309,2792.0,Legitimate_Awakening,ACC009080
29,13641.98,0.221,828.1,Normal,ACC004234
24,17840.22,0.125,1240.8,Normal,ACC008527
12,18840.35,0.506,411.2,Normal,ACC005899
23,8465.33,0.6,513.3,Normal,ACC005189
24,18256.94,0.107,1188.0,Normal,ACC003357
7,6000.3,0.242,144.2,Normal,ACC008025
3,5345.8,0.211,844.4,Normal,ACC006426
23,6956.34,0.272,503.1,Normal,ACC006045
15,17947.86,0.159,1427.1,Normal,ACC002149
0,18530.63,0.152,836.7,Normal,ACC004252
9,9371.71,0.489,322.9,Normal,ACC005933
29,1186.3,0.395,696.9,Normal,ACC004829
5,2486.64,0.556,1203.1,Normal,ACC001591
393,43164.42,0.68,2163.9,Legitimate_Awakening,ACC008901
4,11415.24,0.364,1069.5,Normal,ACC000604
1,7904.88,0.409,1400.2,Normal,ACC001425
28,6318.3,0.52,1140.1,Normal,ACC000344
188,50520.23,0.369,1920.9,Legitimate_Awakening,ACC008972
27,19807.12,0.256,568.8,Normal,ACC001051
0,15072.3,0.124,1372.0,Normal,ACC001533
2,13280.44,0.237,187.3,Normal,ACC007269
561,49795.91,0.589,2275.8,Legitimate_Awakening,ACC009269
23,9818.6,0.212,1051.4,Normal,ACC002920
27,10916.7,0.439,1273.1,Normal,ACC002978
23,11914.41,0.534,391.7,Normal,ACC000399
0,1690.16,0.529,1197.9,Normal,ACC006404
