tx_id,account_id,incoming_amount,outflow_ratio_24h,dwell_time_mins
TX05973,ACC_N2759,3651.16,0.348,1316.0
TX05690,ACC_N0077,16727.73,0.139,682.9
TX04053,ACC_N1450,6018.51,0.383,734.8
TX01878,ACC_N1269,17593.97,0.171,1026.2
TX03436,ACC_N1958,4783.8,0.435,702.5
TX04397,ACC_N3128,4076.4,0.458,1010.5
TX05553,ACC_N1451,16052.08,0.474,897.8
TX00170,ACC_A0344,58558.82,0.506,1788.8
TX09080,ACC_N1246,5111.24,0.586,440.8
TX04019,ACC_N0334,5819.48,0.345,1394.8
TX08851,ACC_N3192,19189.78,0.291,
TX09878,ACC_N0846,8344.32,0.122,724.5
TX01733,ACC_N1104,5707.96,0.287,523.3
TX05486,ACC_N1312,10038.11,0.284,1136.2
TX01363,ACC_N1706,18770.09,0.161,1251.9
TX04317,ACC_N1756,763.59,0.234,488.9
TX07428,ACC_N0384,827.74,0.589,
TX02909,ACC_N1827,2520.92,0.194,1154.4
TX08069,ACC_N2939,19401.69,0.399,465.1
TX00317,ACC_A0269,29428.9,0.611,867.1
TX07341,ACC_N1257,12843.49,0.307,1032.7
TX01718,ACC_N0807,16393.91,0.554,1257.3
TX00332,ACC_A0094,19801.47,0.494,1765.7
TX03825,ACC_N2304,7720.71,0.569,753.1
TX09738,ACC_N0520,16500.95,0.433,832.4
TX05380,ACC_N0545,19127.23,0.502,165.3
TX00321,ACC_A0272,39687.14,0.65,497.1
TX00054,ACC_M015,452672.31,0.995,8.2
TX09013,ACC_N1937,13736.24,0.509,524.7
TX08640,ACC_N3352,8612.99,0.175,273.3
TX03467,ACC_N0593,19676.05,0.435,971.8
TX04941,ACC_N0574,7364.32,0.139,448.4
TX07310,ACC_N2924,19513.84,0.382,1431.7
TX00179,ACC_A0096,55641.8,0.402,1533.9
TX01837,ACC_N0095,8806.95,0.531,1037.2
TX02656,ACC_N2885,17953.99,0.427,1398.5
TX00256,ACC_A0220,48183.23,0.595,2044.4
TX02405,ACC_N2663,8639.14,0.516,391.0
TX09597,ACC_N2023,11474.51,0.169,667.9
TX02692,ACC_N2964,16880.37,0.184,432.0
TX01243,ACC_N2591,6298.55,0.297,471.2
TX04746,ACC_N0706,12833.21,0.214,700.7
TX06430,ACC_N0028,5544.29,0.482,1167.5
TX09904,ACC_N2498,10838.77,0.245,980.6
TX06435,ACC_N0108,6678.48,0.499,
TX02980,ACC_N1781,14833.01,0.216,1428.9
TX04381,ACC_N2913,17347.12,0.287,269.8
TX02066,ACC_N1020,17285.58,0.451,1146.1
TX05475,ACC_N0321,18497.14,0.121,1353.2
TX08497,ACC_N0364,2828.31,0.28,945.6
TX04035,ACC_N3497,10673.99,0.41,1137.9
TX03720,ACC_N0248,19276.39,0.368,847.6
TX04283,ACC_N3170,2838.48,0.309,724.1
TX01847,ACC_N1228,9690.51,0.379,1123.5
TX08674,ACC_N3118,5489.72,0.594,498.0
TX03148,ACC_N0398,2647.77,0.464,145.7
TX01858,ACC_N1404,7527.68,0.44,359.8
TX08088,ACC_N1142,13101.92,0.402,1343.6
TX04322,ACC_N0817,3933.61,0.232,1160.0
TX02636,ACC_N1635,19030.99,0.464,1231.4
TX01501,ACC_N1984,11998.24,0.536,341.6
TX03742,ACC_N1575,792.94,0.268,142.9
TX03774,ACC_N1127,11514.41,0.28,1193.4
TX00834,ACC_A0008,49777.03,0.513,2210.8
TX07183,ACC_N0618,3743.08,0.236,787.2
TX00207,ACC_A0271,33013.52,0.59,905.4
TX01968,ACC_N0451,11886.43,0.306,597.4
TX05379,ACC_N1105,15344.87,0.428,624.8
TX04518,ACC_N2957,17183.98,0.269,493.5
TX00631,ACC_A0391,16987.44,0.438,1362.1
TX01794,ACC_N2966,9220.42,0.543,861.9
TX07118,ACC_N2748,10144.66,0.142,919.8
TX06951,ACC_N2186,4789.99,0.229,1308.8
TX09054,ACC_N3187,5424.81,0.592,724.4
TX09580,ACC_N2533,19734.08,0.224,1040.4
TX06853,ACC_N1292,4017.56,0.42,951.1
TX00105,ACC_M005,458404.91,0.958,15.1
TX00529,ACC_A0203,52379.45,0.501,433.9
TX00438,ACC_A0385,50450.54,0.304,1724.1
TX03113,ACC_N0228,8370.7,0.498,891.3
TX02041,ACC_N1460,4002.2,0.582,534.4
TX03787,ACC_N1534,18676.52,0.301,949.7
TX02794,ACC_N3093,11853.63,0.158,1056.3
TX09210,ACC_N0954,17658.16,0.488,349.7
TX09821,ACC_N1544,11529.83,0.481,315.4
TX01084,ACC_A0044,53989.74,0.359,1795.7
TX07774,ACC_N0182,11017.9,0.286,902.1
TX00163,ACC_A0282,27090.26,0.335,2165.7
TX00062,ACC_M023,172107.06,0.985,29.3
TX07289,ACC_N1741,15837.7,0.465,491.1
TX01208,ACC_N0176,13684.05,0.531,483.0
TX08007,ACC_N1336,5554.9,0.122,465.0
TX04564,ACC_N3132,14829.59,0.273,1119.0
TX02441,ACC_N0125,4903.87,0.162,989.4
TX09053,ACC_N2567,9090.17,0.113,215.9
TX01682,ACC_N0919,6575.65,0.215,1220.3
TX01121,ACC_A0089,19901.33,0.491,857.9
TX01594,ACC_N2969,5009.96,0.196,1219.5
TX03810,ACC_N0820,6954.34,0.393,702.1
TX01822,ACC_N3318,9280.51,0.545,813.1
TX09920,ACC_N0638,2851.01,0.419,905.6
TX04859,ACC_N3396,14301.79,0.138,996.7
TX06621,ACC_N2175,7780.88,0.302,848.1
TX01031,ACC_A0015,20533.69,0.691,2490.9
TX06574,ACC_N0456,3475.2,0.265,727.4
TX09330,ACC_N3282,10198.93,0.276,1175.7
TX06572,ACC_N3088,940.79,0.452,984.4
TX06528,ACC_N1454,5351.92,0.502,715.8
TX09791,ACC_N1260,6704.37,0.217,451.3
TX09633,ACC_N1451,3606.5,0.57,1123.1
TX04546,ACC_N3330,7736.57,0.492,993.6
TX07821,ACC_N3153,2540.44,0.191,1217.0
TX03419,ACC_N0347,10233.81,0.538,422.1
TX04303,ACC_N2704,4303.57,0.291,1377.4
TX00085,ACC_M037,189942.04,0.96,33.3
TX03448,ACC_N2508,8413.34,0.556,1174.0
TX03281,ACC_N0467,4292.04,0.476,
TX06884,ACC_N1408,18199.8,0.199,609.8
TX05112,ACC_N3047,6455.94,0.579,1278.5
TX05183,ACC_N2944,19583.75,0.219,843.9
TX09363,ACC_N2686,572.46,0.332,1363.7
TX03411,ACC_N2583,19989.62,0.446,1434.8
TX09475,ACC_N2941,8363.0,0.586,951.3
TX03757,ACC_N0396,2936.65,0.432,859.6
TX08611,ACC_N0697,7965.87,0.166,1104.9
TX06170,ACC_N1504,8385.11,0.473,906.5
TX04072,ACC_N1032,13449.96,0.206,583.9
TX02645,ACC_N2705,4745.71,0.459,1199.2
TX05114,ACC_N0926,7635.43,0.206,455.1
TX09675,ACC_N0635,8431.12,0.21,149.4
TX09595,ACC_N2724,6094.62,0.191,1372.0
TX07328,ACC_N1714,15660.19,0.325,145.9
TX05362,ACC_N0461,7477.36,0.449,281.1
TX02295,ACC_N3494,1746.07,0.598,875.4
TX03954,ACC_N0793,7695.26,0.476,921.8
TX00886,ACC_A0329,47484.94,0.571,872.5
TX09636,ACC_N3050,12257.48,0.586,1103.0
TX04258,ACC_N1174,1752.93,0.322,875.0
TX07972,ACC_N2223,17458.96,0.389,303.4
TX04026,ACC_N2146,795.9,0.331,837.9
TX08070,ACC_N1933,6714.17,0.499,866.0
TX05537,ACC_N2246,3906.82,0.133,998.7
TX00663,ACC_A0187,54449.94,0.517,1802.0
TX07365,ACC_N0185,6092.52,0.413,146.4
TX09882,ACC_N0071,7829.72,0.446,473.0
TX00327,ACC_A0359,15121.99,0.446,1181.9
TX00193,ACC_A0313,50841.23,0.371,865.7
TX03008,ACC_N1774,9300.06,0.341,987.2
TX02567,ACC_N0424,7189.51,0.419,417.9
TX01167,ACC_N1985,4907.65,0.383,729.1
TX09899,ACC_N1467,1940.47,0.452,493.7
TX06676,ACC_N3119,4749.14,0.463,858.1
TX05871,ACC_N0065,17501.39,0.302,1009.6
TX02967,ACC_N2338,17268.84,0.452,742.3
TX05744,ACC_N3139,15545.98,0.322,313.4
TX05327,ACC_N2565,7554.52,0.168,132.1
TX09031,ACC_N3067,13647.51,0.367,689.7
TX02604,ACC_N1848,10746.18,0.22,641.1
TX05645,ACC_N0927,18135.83,0.495,267.2
TX07695,ACC_N1517,11280.19,0.529,457.0
TX09050,ACC_N1398,16247.33,0.518,172.7
TX02694,ACC_N1713,2192.27,0.165,1047.3
TX03655,ACC_N0653,16079.5,0.244,146.7
TX00009,ACC_M003,320501.76,0.962,36.0
TX06497,ACC_N1848,3535.67,0.15,914.2
TX08124,ACC_N2715,19203.05,0.479,987.6
TX09099,ACC_N3131,17635.63,0.104,1345.0
TX04614,ACC_N0161,13866.09,0.346,574.4
TX02128,ACC_N1258,9280.4,0.447,536.6
TX04643,ACC_N1703,6185.97,0.571,991.4
TX07028,ACC_N1017,12366.43,0.469,1396.3
TX06511,ACC_N2903,8182.76,0.23,651.2
TX07025,ACC_N2154,10970.0,0.315,712.8
TX04007,ACC_N0705,10362.57,0.396,494.7
TX05657,ACC_N1655,15918.71,0.165,206.4
TX04654,ACC_N2530,14520.32,0.297,1435.0
TX06325,ACC_N0930,4178.1,0.207,502.6
TX09946,ACC_N3454,3848.76,0.538,1114.5
TX09098,ACC_N3432,5027.6,0.258,999.1
TX03772,ACC_N1753,19179.29,0.585,912.7
TX05952,ACC_N2627,16796.57,0.378,1430.6
TX09671,ACC_N2139,14984.14,0.22,422.0
TX05520,ACC_N1445,19860.2,0.349,1348.2
TX08935,ACC_N1335,5298.93,0.241,1337.9
TX05533,ACC_N0018,6634.34,0.593,1388.1
TX07618,ACC_N2459,17947.61,0.266,661.1
TX08630,ACC_N0024,1350.1,0.475,340.0
TX03458,ACC_N0526,5145.08,0.176,1088.4
TX05814,ACC_N2191,13225.96,0.332,982.7
TX00393,ACC_A0227,36886.09,0.677,1483.2
TX04057,ACC_N3294,15242.08,0.268,1196.5
TX09556,ACC_N0238,10048.06,0.183,616.0
TX00889,ACC_A0070,57869.19,0.615,2186.8
TX09268,ACC_N0264,6135.62,0.117,999.9
TX09824,ACC_N1780,13246.81,0.326,1004.9
TX06160,ACC_N1712,4517.46,0.558,1285.6
TX07339,ACC_N2995,3058.7,0.48,794.8
TX00776,ACC_A0334,35946.15,0.377,1590.2
TX08167,ACC_N0320,16479.87,0.494,1421.5
TX03272,ACC_N0274,763.52,0.303,559.7
TX09288,ACC_N0015,659.91,0.274,1012.0
TX03245,ACC_N0914,11053.47,0.471,1319.8
TX03842,ACC_N2668,4022.42,0.478,921.9
TX03977,ACC_N2482,3751.9,0.32,827.8
TX06779,ACC_N0494,6221.22,0.115,457.8
TX01366,ACC_N0291,15256.78,0.258,857.6
TX01767,ACC_N3342,904.78,0.537,453.8
TX01357,ACC_N0068,10735.55,0.105,450.8
TX04966,ACC_N1187,6418.18,0.245,1071.7
TX05915,ACC_N0724,5921.95,0.377,
TX03353,ACC_N2844,5689.11,0.497,685.9
TX03141,ACC_N3456,695.2,0.257,378.7
TX07391,ACC_N1923,7249.16,0.311,365.4
TX01197,ACC_N2429,7077.41,0.528,598.3
TX01251,ACC_N2101,7591.08,0.439,1107.5
TX07551,ACC_N0896,3640.4,0.282,300.5
TX01980,ACC_N2705,6086.24,0.266,1171.0
TX06232,ACC_N0239,11548.0,0.282,885.8
TX03770,ACC_N0277,15873.79,0.201,1103.8
TX03349,ACC_N0619,17895.15,0.599,900.0
TX04866,ACC_N1005,6828.81,0.224,275.7
TX04012,ACC_N3276,15807.63,0.162,731.5
TX02704,ACC_N1962,3857.85,0.167,1093.8
TX00023,ACC_M028,181465.09,0.976,30.0
TX03468,ACC_N0713,16901.59,0.169,1267.3
TX02848,ACC_N1566,14190.61,0.387,136.7
TX05243,ACC_N1581,3251.64,0.265,1286.2
TX09515,ACC_N3408,14804.39,0.537,1016.1
TX02148,ACC_N1516,19550.83,0.195,
TX01105,ACC_A0083,32118.89,0.497,2112.8
TX09507,ACC_N0044,12526.39,0.155,806.1
TX08824,ACC_N1811,5823.73,0.117,436.9
TX05913,ACC_N1249,19748.11,0.559,748.9
TX05512,ACC_N3174,16150.01,0.319,377.1
TX06002,ACC_N1402,11753.88,0.558,607.6
TX05735,ACC_N3162,18198.52,0.509,477.4
TX02526,ACC_N3151,9016.78,0.463,759.4
TX04725,ACC_N2817,783.42,0.544,1430.7
TX00992,ACC_A0374,19382.7,0.331,2419.9
TX07102,ACC_N0469,-16633.99,0.211,272.1
TX05085,ACC_N0185,15980.92,0.585,1259.9
TX06409,ACC_N0385,19457.25,0.355,1041.3
TX03631,ACC_N1071,1920.48,0.364,898.4
TX01302,ACC_N3486,4191.03,0.311,478.6
TX01279,ACC_N1080,19761.12,0.372,984.7
TX00801,ACC_A0187,48916.45,0.463,1443.7
TX03899,ACC_N3020,1542.44,0.297,249.2
TX03692,ACC_N2608,837.12,0.341,364.4
TX08809,ACC_N3219,10771.58,0.413,1192.5
TX05391,ACC_N1239,5732.63,0.281,1332.7
TX01838,ACC_N0540,19370.99,0.299,614.9
TX02309,ACC_N0601,12398.82,0.454,278.8
TX08581,ACC_N1252,18611.68,0.466,941.2
TX05120,ACC_N2716,14277.72,0.118,1193.5
TX02269,ACC_N1076,11584.42,0.485,1376.0
TX07691,ACC_N2260,3728.05,0.236,214.4
TX08437,ACC_N0505,3511.09,0.352,1288.8
TX06137,ACC_N0493,1090.72,0.224,1030.0
TX04024,ACC_N0828,8377.54,0.222,356.5
TX06726,ACC_N1773,537.67,0.475,758.7
TX02263,ACC_N3358,18748.61,0.586,1128.5
TX04638,ACC_N2172,19498.95,0.237,1107.4
TX05450,ACC_N1059,1193.85,0.232,1419.1
TX07982,ACC_N2181,4272.78,0.157,1022.3
TX03812,ACC_N2702,6542.38,0.161,1422.1
TX04125,ACC_N0234,14872.74,0.528,1201.2
TX03056,ACC_N1957,10040.95,0.211,330.0
TX00512,ACC_A0112,21348.68,0.597,1630.4
TX07872,ACC_N1256,13127.92,0.256,866.7
TX00285,ACC_A0190,53286.79,0.459,624.4
TX07018,ACC_N1396,9582.52,0.347,413.8
TX09673,ACC_N3102,1474.66,0.147,934.8
TX03669,ACC_N0442,8424.92,0.314,676.0
TX07005,ACC_N0900,10624.92,0.305,822.2
TX02363,ACC_N2544,5618.46,0.188,777.7
TX06091,ACC_N1547,14523.97,0.178,581.8
TX03660,ACC_N0940,9904.68,0.286,407.3
TX03335,ACC_N2397,18360.73,0.517,223.4
TX06201,ACC_N1724,3504.2,0.556,351.0
TX00205,ACC_A0399,35705.36,0.477,1657.8
TX08485,ACC_N3189,8362.97,0.272,511.2
TX04833,ACC_N1390,19696.62,0.304,
TX02867,ACC_N2694,18024.02,0.346,1367.2
TX05597,ACC_N0954,17944.66,0.537,1138.1
TX07927,ACC_N0590,15011.33,0.448,605.0
TX06204,ACC_N2398,2966.37,0.295,427.7
TX05757,ACC_N2054,10429.84,0.174,701.0
TX00042,ACC_M011,272829.61,0.995,21.8
TX08173,ACC_N2883,2837.92,0.587,265.5
TX02395,ACC_N0773,17073.96,0.216,604.1
TX04396,ACC_N3137,4714.46,0.554,313.2
TX08679,ACC_N0582,7986.81,0.247,1058.8
TX08864,ACC_N0745,16448.59,0.523,811.5
TX07537,ACC_N1586,9467.1,0.165,1194.5
TX02355,ACC_N1866,13259.76,0.333,1157.2
TX05710,ACC_N2088,1100.12,0.52,375.5
TX06671,ACC_N1541,19333.86,0.378,442.1
TX02326,ACC_N2872,1651.48,0.579,424.5
TX03557,ACC_N2337,14054.84,0.39,612.9
TX07033,ACC_N1647,14986.72,0.318,1400.1
TX07948,ACC_N0082,6354.4,0.501,549.7
TX05774,ACC_N3354,3529.19,0.122,1394.2
TX07706,ACC_N2980,12420.69,0.226,1436.2
TX08690,ACC_N2486,19491.74,0.442,314.7
TX09918,ACC_N0349,6581.86,0.481,599.6
TX08259,ACC_N2267,17136.33,0.523,848.7
TX00077,ACC_M028,397071.66,0.999,38.2
TX02775,ACC_N1787,14324.8,0.321,208.4
TX03835,ACC_N0595,5647.52,0.443,206.7
TX04792,ACC_N1786,4092.29,0.578,555.9
TX02561,ACC_N2343,13405.31,0.593,843.8
TX06819,ACC_N0343,16850.77,0.368,600.3
TX06150,ACC_N0010,9459.92,0.118,335.8
TX07198,ACC_N3315,13129.55,0.332,414.3
TX05706,ACC_N0399,3626.25,0.225,959.3
TX05622,ACC_N3395,17991.38,0.364,1081.7
TX02491,ACC_N2850,16563.05,0.148,186.8
TX03075,ACC_N1004,11873.89,0.221,812.5
TX00745,ACC_A0087,26369.21,0.699,1260.3
TX01068,ACC_A0187,25986.63,0.394,2448.7
TX01103,ACC_A0355,42442.43,0.337,544.9
TX06416,ACC_N3135,17807.47,0.506,154.5
TX01284,ACC_N2487,9655.61,0.394,807.4
TX04270,ACC_N2907,1903.63,0.176,1314.7
TX01327,ACC_N0929,15860.97,0.522,603.8
TX01089,ACC_A0261,19909.93,0.537,364.4
TX05581,ACC_N1452,19632.06,0.289,371.6
TX04063,ACC_N1406,13257.48,0.568,310.6
TX01895,ACC_N0146,10004.0,0.563,170.5
TX03325,ACC_N2249,4576.63,0.16,1183.8
TX09291,ACC_N1210,5815.59,0.251,597.4
TX01303,ACC_N1790,9456.96,0.297,1266.6
TX07915,ACC_N2491,7326.39,0.209,463.9
TX05715,ACC_N0247,14303.67,0.524,811.9
TX07836,ACC_N2107,14675.6,0.443,1198.9
TX03094,ACC_N2341,11968.46,0.173,541.1
TX05577,ACC_N2040,8759.04,0.28,789.4
TX08771,ACC_N3153,10784.34,0.11,295.2
TX09762,ACC_N1643,5872.41,0.177,1218.4
TX09956,ACC_N1047,11092.61,0.198,1238.3
TX07746,ACC_N0927,6586.33,0.418,292.4
TX03322,ACC_N2107,19122.95,0.598,1239.5
TX03837,ACC_N3325,14790.35,0.216,299.7
TX03465,ACC_N0841,19277.68,0.325,311.3
TX03991,ACC_N2535,1987.9,0.31,795.8
TX08927,ACC_N2276,3175.69,0.101,311.7
TX06176,ACC_N1853,11319.9,0.222,741.9
TX09209,ACC_N1625,3101.23,0.158,621.1
TX00148,ACC_M038,276205.56,0.961,34.1
TX01267,ACC_N2779,6722.91,0.25,235.0
TX07667,ACC_N1625,1471.25,0.469,122.5
TX03637,ACC_N2740,17529.56,0.454,513.5
TX05964,ACC_N0285,11474.85,0.539,1105.3
TX05087,ACC_N2617,13743.59,0.154,819.0
TX06273,ACC_N0318,17673.04,0.54,482.7
TX07958,ACC_N0959,3911.45,0.493,1025.8
TX09442,ACC_N2358,8900.94,0.297,1009.5
TX04134,ACC_N1736,5880.6,0.119,1246.8
TX02123,ACC_N3142,7773.5,0.462,857.5
TX00349,ACC_A0180,25606.13,0.562,2032.8
TX09719,ACC_N3482,14672.96,0.293,327.8
TX07259,ACC_N0335,7403.38,0.105,1174.4
TX05946,ACC_N2021,15314.57,0.472,192.1
TX05963,ACC_N1134,7791.59,0.413,921.7
TX02364,ACC_N3258,11833.7,0.357,578.3
TX01674,ACC_N0227,17138.23,0.117,1396.7
TX02670,ACC_N0601,5549.75,0.385,122.6
TX08119,ACC_N1587,5172.1,0.153,1296.2
TX02462,ACC_N0986,14583.21,0.46,819.7
TX02791,ACC_N0662,-15180.53,0.126,984.3
TX06826,ACC_N2095,7646.62,0.146,1005.7
TX01067,ACC_A0123,15788.22,0.571,2748.9
TX02264,ACC_N0985,9412.66,0.333,269.7
TX08441,ACC_N1016,8439.26,0.36,417.5
TX02601,ACC_N1063,18982.02,0.556,712.3
TX01177,ACC_N2011,9746.2,0.177,441.4
TX08491,ACC_N3285,7065.14,0.383,1164.1
TX01217,ACC_N2774,9601.2,0.512,671.8
TX05918,ACC_N2143,15356.8,0.162,176.7
TX07387,ACC_N1536,9855.54,0.243,503.3
TX08901,ACC_N2897,15547.47,0.11,1286.4
TX06472,ACC_N2329,995.7,0.574,
TX09622,ACC_N2909,18522.23,0.171,757.3
TX00491,ACC_A0387,51033.74,0.437,2268.8
TX01963,ACC_N1020,16921.08,0.168,662.2
TX01229,ACC_N3316,12472.6,0.34,1129.7
TX07843,ACC_N1614,8399.49,0.221,400.1
TX01658,ACC_N3085,3846.13,0.562,769.0
TX04831,ACC_N0291,4067.24,0.328,1271.0
TX03174,ACC_N0081,15884.43,0.175,348.3
TX03244,ACC_N2734,17064.66,0.456,401.8
TX02092,ACC_N3129,1745.66,0.404,250.9
TX09327,ACC_N0621,5414.11,0.232,278.1
TX05603,ACC_N3011,10345.06,0.505,330.1
TX00555,ACC_A0205,38834.78,0.429,993.6
TX01349,ACC_N3240,19894.35,0.204,582.6
TX01289,ACC_N3486,3408.25,0.495,1045.1
TX08836,ACC_N3298,9360.99,0.599,707.6
TX04653,ACC_N2170,-12605.97,0.336,862.3
TX09076,ACC_N0314,15578.89,0.144,290.2
TX04294,ACC_N2754,2408.21,0.225,1151.8
TX00423,ACC_A0308,19691.11,0.677,2795.0
TX04352,ACC_N0534,17949.95,0.453,1269.4
TX00465,ACC_A0152,23300.83,0.498,1296.7
TX04262,ACC_N0505,13237.15,0.589,233.6
TX01835,ACC_N1387,11262.76,0.151,1166.5
TX09564,ACC_N1735,-16132.33,0.216,239.0
TX06910,ACC_N1206,2281.4,0.335,823.4
TX02406,ACC_N2635,6538.54,0.12,1051.0
TX03560,ACC_N1462,8111.35,0.117,198.8
TX09910,ACC_N0359,2654.43,0.183,1145.9
TX08785,ACC_N2067,2302.25,0.137,741.8
TX09384,ACC_N3380,13965.5,0.159,819.6
TX05568,ACC_N0311,16553.74,0.309,1056.7
TX09631,ACC_N2277,2596.22,0.155,1298.9
TX09293,ACC_N1007,14161.97,0.353,211.6
TX02454,ACC_N2855,10863.85,0.346,745.9
TX02667,ACC_N2884,1581.18,0.584,764.2
TX04935,ACC_N0077,5063.1,0.305,1169.5
TX01550,ACC_N2916,3461.78,0.201,869.4
TX06310,ACC_N0314,5397.59,0.335,1382.2
TX02581,ACC_N3201,18784.4,0.526,246.7
TX04934,ACC_N0001,18748.4,0.455,736.0
TX06999,ACC_N0162,18754.89,0.205,420.7
TX06773,ACC_N3171,12078.14,0.302,614.2
TX04739,ACC_N3152,18512.99,0.275,1011.1
TX07319,ACC_N1638,9671.77,0.499,767.1
TX05212,ACC_N2902,13522.22,0.423,1347.3
TX07628,ACC_N2818,10493.26,0.228,1144.3
TX09831,ACC_N3117,8299.22,0.541,805.5
TX00288,ACC_A0127,17504.41,0.57,434.7
TX01913,ACC_N0302,11119.61,0.473,790.9
TX09866,ACC_N2492,4333.72,0.596,762.5
TX07876,ACC_N0145,8955.32,0.271,1416.3
TX01020,ACC_A0060,42249.22,0.538,2630.0
TX08969,ACC_N3387,2156.91,0.214,731.4
TX00052,ACC_M049,398809.77,0.954,38.7
TX01286,ACC_N0747,19914.94,0.43,495.5
TX06655,ACC_N1814,5858.41,0.258,
TX08914,ACC_N1184,3154.66,0.437,1160.5
TX04244,ACC_N0979,19855.66,0.204,1244.1
TX00859,ACC_A0064,21914.61,0.472,2548.4
TX00641,ACC_A0163,33979.32,0.631,486.0
TX06030,ACC_N3402,3971.4,0.238,482.1
TX06464,ACC_N1867,9562.13,0.436,1159.4
TX00318,ACC_A0229,41724.74,0.349,639.3
TX09090,ACC_N1567,10600.32,0.31,235.1
TX00717,ACC_A0202,51034.64,0.378,1143.8
TX03591,ACC_N0228,6073.91,0.541,183.6
TX03494,ACC_N0778,7509.56,0.209,574.0
TX03830,ACC_N1873,4412.33,0.357,1112.4
TX01241,ACC_N1582,2668.57,0.185,945.5
TX03225,ACC_N1332,17715.05,0.323,977.5
TX05993,ACC_N1364,7677.67,0.11,1014.3
TX07988,ACC_N1891,1897.75,0.411,1135.3
TX04426,ACC_N0085,16988.25,0.531,472.1
TX02592,ACC_N0690,12821.66,0.503,1206.8
TX04210,ACC_N2712,16596.44,0.451,1412.9
TX02294,ACC_N1011,7476.22,0.12,1025.2
TX04192,ACC_N3209,11154.61,0.421,421.4
TX02090,ACC_N0029,11172.83,0.425,827.0
TX07483,ACC_N0107,17295.08,0.494,667.2
TX09267,ACC_N2580,6501.96,0.122,913.2
TX09207,ACC_N1233,2353.77,0.173,812.7
TX02436,ACC_N3172,4065.86,0.505,324.9
TX00007,ACC_M019,76137.63,0.984,
TX03976,ACC_N1778,802.22,0.296,797.3
TX07053,ACC_N1288,1730.35,0.523,476.2
TX02803,ACC_N3213,14441.58,0.438,836.0
TX08257,ACC_N0423,9764.31,0.525,784.5
TX08469,ACC_N0616,17653.77,0.216,1308.9
TX02151,ACC_N0322,10018.29,0.397,764.1
TX05091,ACC_N0569,2603.14,0.513,1130.6
TX03172,ACC_N0631,9931.97,0.326,232.9
TX04315,ACC_N0394,11355.3,0.392,120.6
TX01903,ACC_N0300,6335.02,0.565,140.8
TX03064,ACC_N1078,13824.86,0.309,1413.8
TX00544,ACC_A0059,48375.91,0.65,1346.8
TX09792,ACC_N3395,3402.71,0.152,175.0
TX09954,ACC_N1596,6558.04,0.514,1180.8
TX02754,ACC_N1260,16207.17,0.223,1060.3
TX01083,ACC_A0015,29315.02,0.592,409.2
TX08292,ACC_N1706,3392.78,0.118,639.7
TX06281,ACC_N0677,10113.86,0.582,648.6
TX02127,ACC_N2537,19912.46,0.468,365.8
TX02663,ACC_N2203,3725.69,0.477,1107.0
TX05409,ACC_N3030,-5571.22,0.2,1079.5
TX00496,ACC_A0214,39827.52,0.342,
TX00985,ACC_A0381,42083.49,0.386,2430.9
TX01561,ACC_N1457,6608.7,0.413,549.4
TX03944,ACC_N1473,3083.14,0.191,1417.4
TX03928,ACC_N2949,18695.01,0.432,630.1
TX08678,ACC_N0360,11440.53,0.396,1222.7
TX06048,ACC_N0182,15081.0,0.364,683.5
TX05220,ACC_N0617,19923.73,0.408,955.2
TX07796,ACC_N1933,4393.15,0.177,663.6
TX03896,ACC_N1886,13254.51,0.156,535.2
TX00713,ACC_A0271,32284.08,0.603,853.8
TX00660,ACC_A0239,48203.51,0.692,2825.7
TX02722,ACC_N1598,10040.16,0.191,1297.9
TX03741,ACC_N1725,3559.89,0.459,
TX01530,ACC_N1641,1613.78,0.136,1198.6
TX06730,ACC_N0042,7430.41,0.332,1203.3
TX08825,ACC_N1825,12715.76,0.314,517.3
TX05030,ACC_N0450,3486.13,0.125,638.9
TX04136,ACC_N0942,16448.09,0.153,1176.4
TX06358,ACC_N2291,2337.69,0.489,217.3
TX08623,ACC_N2992,9390.53,0.54,1219.8
TX06414,ACC_N2928,3442.86,0.415,214.6
TX02957,ACC_N2255,18112.22,0.424,566.7
TX01182,ACC_N3473,10702.65,0.144,286.3
TX08910,ACC_N0759,7716.13,0.44,1098.4
TX00911,ACC_A0106,46193.73,0.515,2217.2
TX06822,ACC_N2861,9924.57,0.233,1141.1
TX04781,ACC_N1141,11939.6,0.409,1336.5
TX04428,ACC_N2489,1282.43,0.257,1383.3
TX06900,ACC_N0164,8029.66,0.323,
TX06261,ACC_N0507,12783.45,0.37,942.6
TX05281,ACC_N1202,7937.6,0.186,403.6
TX08010,ACC_N2212,9492.26,0.547,
TX04462,ACC_N0432,10320.59,0.475,422.7
TX09229,ACC_N3405,14938.84,0.599,995.5
TX03925,ACC_N0065,10424.36,0.391,810.2
TX05275,ACC_N0814,12520.99,0.135,164.7
TX08426,ACC_N1436,11356.01,0.265,358.1
TX09122,ACC_N1240,10628.88,0.182,1327.3
TX00863,ACC_A0285,50855.9,0.564,825.5
TX06044,ACC_N2381,18702.1,0.345,360.4
TX06058,ACC_N0598,-12227.51,0.149,858.1
TX08003,ACC_N1733,10833.26,0.235,856.3
TX06370,ACC_N0669,745.6,0.442,1292.7
TX01437,ACC_N1502,8477.16,0.437,125.3
